ParticipantID,trial_id,dot_id,block_id,ActualDots_xy_1,ActualDots_xy_2,ResponseDots_xy_1,ResponseDots_xy_2,age,gender,errorXY_1,errorXY_2,errorMag,shape_type
1,30,30,1,78.9473684210526,280,96.4307019700419,257.801024686303,29,Male,17.4833335489893,-22.1989753136968,28.2570603029284,Rectangle
1,31,31,1,108.421052631579,20,116.123579526988,45.2520913453193,29,Male,7.70252689540861,25.2520913453193,26.4007014658104,Rectangle
1,32,32,1,108.421052631579,48.8888888888889,108.261962238615,46.9683670841227,29,Male,-0.159090392964217,-1.92052180476615,1.92709983024122,Rectangle
1,33,33,1,108.421052631579,77.7777777777778,112.963096923069,79.7250802878041,29,Male,4.54204429149054,1.94730251002636,4.94187751886029,Rectangle
1,34,34,1,108.421052631579,106.666666666667,121.143967519829,105.844266686808,29,Male,12.7229148882498,-0.822399979858474,12.7494668508342,Rectangle
1,35,35,1,108.421052631579,135.555555555556,114.084991395464,119.147887560633,29,Male,5.663938763885,-16.407667994923,17.3577582467512,Rectangle
1,36,36,1,108.421052631579,164.444444444444,121.017595787498,185.159741238721,29,Male,12.5965431559189,20.7152967942761,24.2445132092577,Rectangle
1,37,37,1,108.421052631579,193.333333333333,110.527705707628,201.105786486016,29,Male,2.10665307604931,7.77245315268289,8.05288862418189,Rectangle
1,38,38,1,108.421052631579,222.222222222222,122.237303729814,221.899281472131,29,Male,13.8162510982351,-0.32294075009122,13.8200247878776,Rectangle
1,39,39,1,108.421052631579,251.111111111111,110.385094990598,244.707572859617,29,Male,1.96404235901916,-6.4035382514943,6.69796719358733,Rectangle
1,40,40,1,108.421052631579,280,123.164905512803,265.388431281855,29,Male,14.7438528812243,-14.6115687181452,20.7576284336209,Rectangle
1,41,41,1,137.894736842105,20,130.71063597665,28.0841109740438,29,Male,-7.18410086545492,8.08411097404384,10.8149967862079,Rectangle
1,42,42,1,137.894736842105,48.8888888888889,146.936197039011,57.1236101806846,29,Male,9.04146019690612,8.23472129179576,12.2294168808571,Rectangle
1,43,43,1,137.894736842105,77.7777777777778,136.025191640644,69.6800468865005,29,Male,-1.86954520146077,-8.09773089127731,8.31074273743639,Rectangle
1,44,44,1,137.894736842105,106.666666666667,144.426272916933,95.2144067156068,29,Male,6.53153607482815,-11.4522599510599,13.18390008622,Rectangle
1,45,45,1,137.894736842105,135.555555555556,148.022995174269,116.825282844662,29,Male,10.1282583321638,-18.7302727108932,21.2933025307836,Rectangle
1,46,46,1,137.894736842105,164.444444444444,140.233451429666,183.159442624502,29,Male,2.33871458756099,18.7149981800572,18.8605605113319,Rectangle
1,47,47,1,137.894736842105,193.333333333333,145.012247470102,198.642436707844,29,Male,7.11751062799658,5.30910337451022,8.87950089705948,Rectangle
1,48,48,1,137.894736842105,222.222222222222,147.050730140578,226.255650668413,29,Male,9.15599329847231,4.03342844619124,10.00503664722,Rectangle
1,49,49,1,137.894736842105,251.111111111111,146.483162689803,242.200272521003,29,Male,8.58842584769747,-8.91083859010791,12.3759485664879,Rectangle
1,50,50,1,137.894736842105,280,149.77599101168,273.060176382332,29,Male,11.8812541695752,-6.93982361766791,13.7595549523373,Rectangle
1,51,51,1,167.368421052632,20,161.21384694933,30.830403025648,29,Male,-6.15457410330146,10.830403025648,12.4569824633013,Rectangle
1,52,52,1,167.368421052632,48.8888888888889,166.424039623303,53.4798260907117,29,Male,-0.944381429328587,4.59093720182278,4.68706311832271,Rectangle
1,53,53,1,167.368421052632,77.7777777777778,167.089578876969,75.3264684591622,29,Male,-0.278842175662675,-2.45130931861554,2.46711781933083,Rectangle
1,54,54,1,167.368421052632,106.666666666667,166.057489058109,95.2676736839726,29,Male,-1.31093199452309,-11.398992982694,11.4741267081104,Rectangle
1,55,55,1,167.368421052632,135.555555555556,163.815851597904,128.351368956697,29,Male,-3.55256945472806,-7.20418659885843,8.03249987748759,Rectangle
1,56,56,1,167.368421052632,164.444444444444,164.697123292351,170.654379458459,29,Male,-2.67129776028096,6.20993501401432,6.76011276550644,Rectangle
1,57,57,1,167.368421052632,193.333333333333,162.879754288448,207.825845771484,29,Male,-4.48866676418317,14.4925124381503,15.1717186267682,Rectangle
1,58,58,1,167.368421052632,222.222222222222,169.506172618126,224.820991804384,29,Male,2.13775156549474,2.59876958216176,3.36505350580707,Rectangle
1,59,59,1,167.368421052632,251.111111111111,167.301895040182,252.005270687712,29,Male,-0.0665260124497991,0.8941595766006,0.896630949030333,Rectangle
1,60,60,1,167.368421052632,280,165.779931154203,259.07277378155,29,Male,-1.58848989842861,-20.9272262184501,20.9874271256768,Rectangle
1,61,61,1,196.842105263158,20,180.581051292422,39.8773827949616,29,Male,-16.2610539707361,19.8773827949616,25.6813594464279,Rectangle
1,62,62,1,196.842105263158,48.8888888888889,183.615434765392,44.6408504778066,29,Male,-13.2266704977658,-4.24803841108231,13.8921072123166,Rectangle
1,63,63,1,196.842105263158,77.7777777777778,185.022779378478,79.6656920103781,29,Male,-11.8193258846796,1.88791423260035,11.9691555474024,Rectangle
1,64,64,1,196.842105263158,106.666666666667,181.663058336715,92.9893005313843,29,Male,-15.1790469264427,-13.6773661352824,20.4321758506949,Rectangle
1,65,65,1,196.842105263158,135.555555555556,195.10519931807,115.982667316106,29,Male,-1.73690594508813,-19.5728882394492,19.649803976021,Rectangle
1,66,66,1,196.842105263158,164.444444444444,193.624899600944,184.419322423509,29,Male,-3.2172056622137,19.9748779790647,20.2323049243408,Rectangle
1,67,67,1,196.842105263158,193.333333333333,186.999853207109,207.018654686322,29,Male,-9.84225205604844,13.6853213529891,16.856985082433,Rectangle
1,68,68,1,196.842105263158,222.222222222222,195.03297333901,235.1977962386,29,Male,-1.80913192414741,12.9755740163773,13.1010869538926,Rectangle
1,69,69,1,196.842105263158,251.111111111111,184.154486623449,242.538189649824,29,Male,-12.6876186397086,-8.57292146128751,15.3124344611849,Rectangle
1,70,70,1,196.842105263158,280,183.83409712529,264.877423107212,29,Male,-13.0080081378683,-15.1225768927882,19.9474461421291,Rectangle
1,71,71,1,226.315789473684,20,206.967212321512,32.0217076048387,29,Male,-19.3485771521727,12.0217076048387,22.7791328094336,Rectangle
1,72,72,1,226.315789473684,48.8888888888889,214.983809258377,58.3425120433931,29,Male,-11.3319802153069,9.45362315450417,14.7575325291013,Rectangle
1,73,73,1,226.315789473684,77.7777777777778,198.204802372523,80.9111637149657,29,Male,-28.1109871011608,3.1333859371879,28.2850791625725,Rectangle
1,74,74,1,226.315789473684,106.666666666667,214.651805178044,94.6098796765635,29,Male,-11.6639842956403,-12.0567869901032,16.7754177943104,Rectangle
1,75,75,1,226.315789473684,135.555555555556,197.237335456344,112.709984508236,29,Male,-29.0784540173407,-22.84557104732,36.9794078443225,Rectangle
1,76,76,1,226.315789473684,164.444444444444,194.029298415163,180.567589688039,29,Male,-32.2864910585216,16.1231452435947,36.0884097380038,Rectangle
1,77,77,1,226.315789473684,193.333333333333,211.178560320993,203.7983951064,29,Male,-15.1372291526912,10.4650617730662,18.4025330956142,Rectangle
1,78,78,1,226.315789473684,222.222222222222,205.639289852393,218.050691125978,29,Male,-20.6764996212912,-4.17153109624388,21.09311044574,Rectangle
1,79,79,1,226.315789473684,251.111111111111,200.159351030115,246.075131610854,29,Male,-26.1564384435687,-5.03597950025724,26.6368234138234,Rectangle
1,80,80,1,226.315789473684,280,210.910576027266,263.526015694534,29,Male,-15.4052134464186,-16.4739843054656,22.554661607447,Rectangle
1,81,81,1,255.789473684211,20,232.828889831766,29.9487759705074,29,Male,-22.9605838524449,9.94877597050738,25.0233202064893,Rectangle
1,82,82,1,255.789473684211,48.8888888888889,229.229649566391,59.9385813740331,29,Male,-26.5598241178198,11.0496924851442,28.7666466795449,Rectangle
1,83,83,1,255.789473684211,77.7777777777778,227.085530780088,76.8747105033405,29,Male,-28.7039429041224,-0.903067274437305,28.7181452873489,Rectangle
1,84,84,1,255.789473684211,106.666666666667,220.691062533276,105.241599485569,29,Male,-35.0984111509348,-1.42506718109804,35.1273295567811,Rectangle
1,85,85,1,255.789473684211,135.555555555556,232.509514533383,115.843212341008,29,Male,-23.2799591508279,-19.712343214548,30.5046385501017,Rectangle
1,86,86,1,255.789473684211,164.444444444444,225.231941083304,174.382931635383,29,Male,-30.5575326009062,9.9384871909383,32.1331032783933,Rectangle
1,87,87,1,255.789473684211,193.333333333333,227.841712082776,210.606748053156,29,Male,-27.9477616014349,17.2734147198223,32.8549575348015,Rectangle
1,88,88,1,255.789473684211,222.222222222222,230.136569036684,227.029068595978,29,Male,-25.6529046475268,4.8068463737562,26.0993733433581,Rectangle
1,89,89,1,255.789473684211,251.111111111111,221.618800448585,250.139185559546,29,Male,-34.1706732356256,-0.971925551564993,34.1844928096598,Rectangle
1,90,90,1,255.789473684211,280,232.089303906659,268.055295626714,29,Male,-23.7001697775515,-11.9447043732862,26.5400454040676,Rectangle
1,91,91,1,285.263157894737,20,254.737044071539,40.9278013808756,29,Male,-30.526113823198,20.9278013808756,37.0110320821268,Rectangle
1,92,92,1,285.263157894737,48.8888888888889,244.338295401004,56.2190771959663,29,Male,-40.9248624937333,7.33018830707739,41.5761473774109,Rectangle
1,93,93,1,285.263157894737,77.7777777777778,257.246884558204,89.1724484753259,29,Male,-28.0162733365332,11.3946706975481,30.2448357901461,Rectangle
1,94,94,1,285.263157894737,106.666666666667,258.306368584933,94.825659617119,29,Male,-26.9567893098035,-11.8410070495476,29.4427909315773,Rectangle
1,95,95,1,285.263157894737,135.555555555556,252.273293097412,127.202183455533,29,Male,-32.9898647973244,-8.3533721000228,34.0310153358254,Rectangle
1,96,96,1,285.263157894737,164.444444444444,254.155750553705,179.610452783208,29,Male,-31.1074073410316,15.1660083387636,34.6074934141771,Rectangle
1,97,97,1,285.263157894737,193.333333333333,251.71219200856,193.550937563306,29,Male,-33.550965886177,0.217604229972665,33.5516715454881,Rectangle
1,98,98,1,285.263157894737,222.222222222222,242.268437548359,222.844425642939,29,Male,-42.9947203463782,0.622203420716744,42.9992222576178,Rectangle
1,99,99,1,285.263157894737,251.111111111111,249.596316198008,245.002502292926,29,Male,-35.6668416967293,-6.10860881818476,36.1861672233072,Rectangle
1,100,100,1,285.263157894737,280,245.814094922891,270.014964214478,29,Male,-39.449062971846,-9.98503578552214,40.69311377856,Rectangle
1,101,101,1,314.736842105263,20,344.426631755986,35.9928897925737,29,Male,29.6897896507231,15.9928897925737,33.7232283955969,Rectangle
1,102,102,1,314.736842105263,48.8888888888889,342.83907591889,55.6568699615913,29,Male,28.1022338136273,6.76798107270245,28.9057280329736,Rectangle
1,103,103,1,314.736842105263,77.7777777777778,349.161424860805,69.7959764650341,29,Male,34.424582755542,-7.98180131274366,35.3378133178792,Rectangle
1,104,104,1,314.736842105263,106.666666666667,355.463370148619,103.638498750112,29,Male,40.7265280433562,-3.02816791655478,40.8389506157679,Rectangle
1,105,105,1,314.736842105263,135.555555555556,342.409058430918,121.953415015958,29,Male,27.6722163256548,-13.6021405395978,30.8345550256982,Rectangle
1,106,106,1,314.736842105263,164.444444444444,343.446235193093,185.656649003439,29,Male,28.7093930878297,21.2122045589949,35.6957542814852,Rectangle
1,107,107,1,314.736842105263,193.333333333333,352.265744973745,198.279799587054,29,Male,37.528902868482,4.9464662537203,37.8534817277242,Rectangle
1,108,108,1,314.736842105263,222.222222222222,357.357934922813,226.005457532179,29,Male,42.6210928175501,3.78323530995652,42.7886716593624,Rectangle
1,109,109,1,314.736842105263,251.111111111111,342.197139468538,247.141184846622,29,Male,27.4602973632752,-3.96992626448915,27.7457788830117,Rectangle
1,110,110,1,314.736842105263,280,350.438112644606,264.147552047853,29,Male,35.7012705393432,-15.852447952147,39.0625245497383,Rectangle
1,111,111,1,344.210526315789,20,373.795830991246,27.4782125305686,29,Male,29.5853046754568,7.47821253056858,30.5157978003519,Rectangle
1,112,112,1,344.210526315789,48.8888888888889,375.750990405681,63.450110398079,29,Male,31.5404640898916,14.5612215091901,34.7394595071,Rectangle
1,113,113,1,344.210526315789,77.7777777777778,374.304087626723,85.9410363073186,29,Male,30.0935613109339,8.16325852954081,31.181103607715,Rectangle
1,114,114,1,344.210526315789,106.666666666667,373.259517311988,95.9005624693677,29,Male,29.0489909961987,-10.766104197299,30.9798785905357,Rectangle
1,115,115,1,344.210526315789,135.555555555556,365.723772539469,115.830252284678,29,Male,21.5132462236795,-19.7253032708777,29.1874519649928,Rectangle
1,116,116,1,344.210526315789,164.444444444444,372.970457189854,179.343513188635,29,Male,28.7599308740644,14.8990687441909,32.3900582482509,Rectangle
1,117,117,1,344.210526315789,193.333333333333,375.725486625209,204.234371618387,29,Male,31.51496030942,10.9010382850533,33.3470442317834,Rectangle
1,118,118,1,344.210526315789,222.222222222222,362.172739912573,217.376486669118,29,Male,17.9622135967837,-4.8457355531045,18.6043615947202,Rectangle
1,119,119,1,344.210526315789,251.111111111111,365.732457290082,253.767588353964,29,Male,21.5219309742923,2.65647724285338,21.6852573008485,Rectangle
1,120,120,1,344.210526315789,280,362.988563153452,269.548297598486,29,Male,18.7780368376625,-10.4517024015136,21.4907596554057,Rectangle
1,121,121,1,373.684210526316,20,393.656955630608,39.1337706327912,29,Male,19.9727451042922,19.1337706327912,27.6588453415773,Rectangle
1,122,122,1,373.684210526316,48.8888888888889,393.363222027173,60.5055926862995,29,Male,19.6790115008573,11.6167037974106,22.8519430414056,Rectangle
1,123,123,1,373.684210526316,77.7777777777778,397.334718477405,61.8613983586751,29,Male,23.6505079510894,-15.9163794191027,28.5075018224568,Rectangle
1,124,124,1,373.684210526316,106.666666666667,400.027626650455,101.138166076286,29,Male,26.3434161241391,-5.52850059038111,26.9172786861413,Rectangle
1,125,125,1,373.684210526316,135.555555555556,386.793353872549,120.389576183274,29,Male,13.1091433462329,-15.1659793722812,20.0463605073974,Rectangle
1,126,126,1,373.684210526316,164.444444444444,399.692785396899,179.483717857973,29,Male,26.0085748705828,15.0392734135281,30.0437299882283,Rectangle
1,127,127,1,373.684210526316,193.333333333333,394.135877326162,214.499805680121,29,Male,20.4516667998466,21.1664723467875,29.4328086750019,Rectangle
1,128,128,1,373.684210526316,222.222222222222,392.611806262027,227.76373010655,29,Male,18.9275957357109,5.54150788432779,19.7221243776265,Rectangle
1,129,129,1,373.684210526316,251.111111111111,396.596099047906,234.693118321815,29,Male,22.9118885215906,-16.417992789296,28.18696725182,Rectangle
1,130,130,1,373.684210526316,280,393.525777227496,265.250022390572,29,Male,19.8415667011806,-14.7499776094277,24.723462715324,Rectangle
1,131,131,1,403.157894736842,20,421.849208772724,28.3012587317708,29,Male,18.6913140358821,8.30125873177075,20.4517998454846,Rectangle
1,132,132,1,403.157894736842,48.8888888888889,410.155548572101,63.1728518825341,29,Male,6.99765383525892,14.2839629936452,15.9059346786644,Rectangle
1,133,133,1,403.157894736842,77.7777777777778,420.472219731469,82.9990056617267,29,Male,17.314324994627,5.22122788394891,18.0844427792423,Rectangle
1,134,134,1,403.157894736842,106.666666666667,416.527219030297,96.0489813727594,29,Male,13.3693242934548,-10.6176852939073,17.0726117821503,Rectangle
1,135,135,1,403.157894736842,135.555555555556,418.28369563566,113.518558706836,29,Male,15.1258008988177,-22.0369968487193,26.7286191738581,Rectangle
1,136,136,1,403.157894736842,164.444444444444,419.812851570431,175.771865431372,29,Male,16.6549568335893,11.3274209869277,20.1419476055275,Rectangle
1,137,137,1,403.157894736842,193.333333333333,410.920929469868,203.79607032964,29,Male,7.76303473302568,10.4627369963068,13.0281838227763,Rectangle
1,138,138,1,403.157894736842,222.222222222222,414.797265757856,216.091966253068,29,Male,11.6393710210139,-6.13025596915466,13.1550369065303,Rectangle
1,139,139,1,403.157894736842,251.111111111111,418.306359439927,240.487640180737,29,Male,15.1484647030848,-10.6234709303739,18.5022733054375,Rectangle
1,140,140,1,403.157894736842,280,417.908300412504,258.453910359912,29,Male,14.7504056756621,-21.5460896400881,26.1114619731511,Rectangle
1,141,141,1,432.631578947368,20,429.392701076694,31.9486726428497,29,Male,-3.23887787067457,11.9486726428497,12.3798670343073,Rectangle
1,142,142,1,432.631578947368,48.8888888888889,438.2950399499,57.8534830422368,29,Male,5.66346100253145,8.96459415334794,10.6037134467805,Rectangle
1,143,143,1,432.631578947368,77.7777777777778,443.140547401226,75.6507579813132,29,Male,10.5089684538574,-2.12701979646454,10.7220628229237,Rectangle
1,144,144,1,432.631578947368,106.666666666667,427.36362555109,113.297577374353,29,Male,-5.26795339627847,6.63091070768586,8.46878443453751,Rectangle
1,145,145,1,432.631578947368,135.555555555556,431.969200332383,125.836078850714,29,Male,-0.662378614985244,-9.71947670484184,9.74202098363337,Rectangle
1,146,146,1,432.631578947368,164.444444444444,435.191066159027,174.718138858197,29,Male,2.55948721165834,10.2736944137527,10.5877179644065,Rectangle
1,147,147,1,432.631578947368,193.333333333333,444.973313232004,192.466486347014,29,Male,12.3417342846354,-0.866846986319416,12.3721392188351,Rectangle
1,148,148,1,432.631578947368,222.222222222222,424.216197475607,222.241803823003,29,Male,-8.41538147176129,0.0195816007805263,8.41540425376894,Rectangle
1,149,149,1,432.631578947368,251.111111111111,432.576683528685,250.66940602453,29,Male,-0.0548954186829747,-0.441705086581095,0.445103235782432,Rectangle
1,150,150,1,432.631578947368,280,439.915665331494,271.160803350224,29,Male,7.28408638412571,-8.83919664977623,11.4537902837803,Rectangle
1,151,151,1,462.105263157895,20,458.953488714239,39.1163188426783,29,Male,-3.15177444365582,19.1163188426783,19.3743987839267,Rectangle
1,152,152,1,462.105263157895,48.8888888888889,458.779558274113,57.5676779489918,29,Male,-3.3257048837819,8.6787890601029,9.29417519330105,Rectangle
1,153,153,1,462.105263157895,77.7777777777778,464.007345728464,69.3666586087162,29,Male,1.90208257056963,-8.41111916906155,8.62350530709058,Rectangle
1,154,154,1,462.105263157895,106.666666666667,459.841907368302,106.111677470906,29,Male,-2.26335578959288,-0.554989195761095,2.33040606712546,Rectangle
1,155,155,1,462.105263157895,135.555555555556,464.082975867739,127.301177146592,29,Male,1.97771270984447,-8.25437840896325,8.48799802550866,Rectangle
1,156,156,1,462.105263157895,164.444444444444,462.497899043184,170.02593471713,29,Male,0.392635885289508,5.58149027268587,5.59528342468047,Rectangle
1,157,157,1,462.105263157895,193.333333333333,461.964663294203,199.673295146254,29,Male,-0.140599863692159,6.33996181292113,6.34152064657748,Rectangle
1,158,158,1,462.105263157895,222.222222222222,466.015096355971,217.540728457513,29,Male,3.90983319807577,-4.68149376470939,6.09944091747664,Rectangle
1,159,159,1,462.105263157895,251.111111111111,461.499540789546,245.477214184532,29,Male,-0.605722368348722,-5.6338969265787,5.66636516356217,Rectangle
1,160,160,1,462.105263157895,280,457.284957723409,259.329548676641,29,Male,-4.82030543448542,-20.6704513233587,21.2250536487678,Rectangle
1,161,161,1,491.578947368421,20,479.659316660657,30.3014739321522,29,Male,-11.9196307077637,10.3014739321522,15.754299774483,Rectangle
1,162,162,1,491.578947368421,48.8888888888889,487.137913429405,56.5410330993742,29,Male,-4.44103393901651,7.65214421048536,8.84749080053554,Rectangle
1,163,163,1,491.578947368421,77.7777777777778,484.900460570528,85.9926505551396,29,Male,-6.67848679789262,8.21487277736186,10.5870827265053,Rectangle
1,164,164,1,491.578947368421,106.666666666667,479.950334239112,97.3176555057007,29,Male,-11.6286131293094,-9.34901116096596,14.9207457252985,Rectangle
1,165,165,1,491.578947368421,135.555555555556,481.123316062236,119.00931994301,29,Male,-10.4556313061849,-16.5462356125455,19.5728929634008,Rectangle
1,166,166,1,491.578947368421,164.444444444444,483.290209206479,186.536375891385,29,Male,-8.28873816194226,22.0919314469402,23.5956906102268,Rectangle
1,167,167,1,491.578947368421,193.333333333333,482.252826936966,204.699217464883,29,Male,-9.32612043145491,11.3658841315492,14.7023754677196,Rectangle
1,168,168,1,491.578947368421,222.222222222222,479.888551951221,222.466304484408,29,Male,-11.6903954172004,0.244082262185401,11.6929432206444,Rectangle
1,169,169,1,491.578947368421,251.111111111111,483.324997621034,242.211423328437,29,Male,-8.25394974738725,-8.89968778267379,12.1380446967981,Rectangle
1,170,170,1,491.578947368421,280,489.175382069452,269.712353755173,29,Male,-2.403565298969,-10.2876462448274,10.5646955188079,Rectangle
1,171,171,1,521.052631578947,20,500.927158487157,35.2440558239006,29,Male,-20.1254730917906,15.2440558239006,25.2470969644152,Rectangle
1,172,172,1,521.052631578947,48.8888888888889,502.983124821442,54.4855703127204,29,Male,-18.0695067575048,5.59668142383148,18.9163928226122,Rectangle
1,173,173,1,521.052631578947,77.7777777777778,501.821353857744,84.4757061969704,29,Male,-19.2312777212031,6.69792841919262,20.3642895259979,Rectangle
1,174,174,1,521.052631578947,106.666666666667,508.825264862086,99.314649152923,29,Male,-12.2273667168613,-7.35201751374372,14.2674685333805,Rectangle
1,175,175,1,521.052631578947,135.555555555556,502.232855596467,109.642941767386,29,Male,-18.8197759824801,-25.9126137881698,32.025732175324,Rectangle
1,176,176,1,521.052631578947,164.444444444444,501.920565546148,190.011838483954,29,Male,-19.1320660327996,25.5673940395096,31.9331737955211,Rectangle
1,177,177,1,521.052631578947,193.333333333333,499.853680162401,196.698609803919,29,Male,-21.1989514165464,3.36527647058554,21.4644037160265,Rectangle
1,178,178,1,521.052631578947,222.222222222222,500.108834399297,219.259709871408,29,Male,-20.9437971796501,-2.96251235081462,21.1522840310698,Rectangle
1,179,179,1,521.052631578947,251.111111111111,512.102108853252,234.615136045415,29,Male,-8.95052272569501,-16.4959750656958,18.7677662610988,Rectangle
1,180,180,1,521.052631578947,280,503.991714361238,269.593057466208,29,Male,-17.0609172177092,-10.4069425337925,19.9844777067399,Rectangle
1,181,181,1,550.526315789474,20,531.421865894845,35.4538082810553,29,Male,-19.1044498946288,15.4538082810553,24.5723461672669,Rectangle
1,182,182,1,550.526315789474,48.8888888888889,523.289274425028,57.2634064530639,29,Male,-27.2370413644456,8.37451756417499,28.4954201008021,Rectangle
1,183,183,1,550.526315789474,77.7777777777778,519.515977921916,74.2942087359068,29,Male,-31.0103378675573,-3.48356904187098,31.2053890847324,Rectangle
1,184,184,1,550.526315789474,106.666666666667,518.669162991479,102.271174955034,29,Male,-31.8571527979949,-4.39549171163219,32.1589572558225,Rectangle
1,185,185,1,550.526315789474,135.555555555556,539.015444214882,126.910748999436,29,Male,-11.5108715745916,-8.64480655611942,14.3955842118153,Rectangle
1,186,186,1,550.526315789474,164.444444444444,522.22766417802,183.952554458189,29,Male,-28.2986516114537,19.5081100137446,34.371209454059,Rectangle
1,187,187,1,550.526315789474,193.333333333333,527.872877584703,203.045970707217,29,Male,-22.6534382047709,9.71263737388372,24.6477907175052,Rectangle
1,188,188,1,550.526315789474,222.222222222222,531.226660972229,228.732306356026,29,Male,-19.2996548172445,6.5100841338035,20.3680600817551,Rectangle
1,189,189,1,550.526315789474,251.111111111111,525.331921286251,246.780193430156,29,Male,-25.1943945032228,-4.33091768095503,25.5639269742196,Rectangle
1,190,190,1,550.526315789474,280,527.883694093108,263.718539103384,29,Male,-22.6426216963653,-16.2814608966163,27.8886049527895,Rectangle
1,191,191,1,580,20,541.798019552763,34.9973645244937,29,Male,-38.2019804472374,14.9973645244937,41.0403734482479,Rectangle
1,192,192,1,580,48.8888888888889,550.970444550333,53.6315354817358,29,Male,-29.0295554496674,4.74264659284694,29.4144146008374,Rectangle
1,193,193,1,580,77.7777777777778,554.290574731162,69.1492243475509,29,Male,-25.709425268838,-8.6285534302269,27.1187477946945,Rectangle
